,Year,Julian_collection,Sex,Site,TL_cm,SL_cm,HW_cm,Mass_g,Papilla_cm,Acces_gonad_g,Gonad_g,Liver_g,Trap,Month,Reproductive_Status,Repro_Strategy,GSI,HSI,Fulton_Condition,SiteType,cYear
10530,2013,176,Female,LS,9.29,7.55,1.44,13.688,0.26,NA,0.772,0.301,C,June,NR,NA,0.056399766,0.021990064,3.180527402,Low contamination,7
4701,2006,207,Female,DC,7.19,5.83,0.095,5.331,NA,NA,0.301,0.176,NA,July,NA,NA,0.056462202,0.033014444,2.690314289,Low contamination,0
16577,2022,180,Male,P27,6.18,4.77,0.95,3.931,0.49,0.028,0.222,0.043,D,June,R,SM,0.05647418,0.010938692,3.621995502,High contamination,16
2985,2011,179,Male,LS,6.41,5.16,0.091,3.364,0.49,0.015,0.19,0.013,NA,June,R,RM,0.05648038,0.003864447,2.448538191,Low contamination,5
13322,2017,220,Male,P27,6.97,5.81,0.88,4.656,0.58,0.029,0.263,0.026,D,August,R,SM,0.056486254,0.005584192,2.374021099,High contamination,11
2469,2009,170,Female,LS,6.04,5.04,0.062,3.31,0.22,NA,0.187,0.117,NA,June,NR,NA,0.056495468,0.035347432,2.585451435,Low contamination,3
76,2008,113,Female,FP,9.29,7.45,0.124,10.761,0.29,NA,0.608,0.421,NA,NA,NR,NA,0.056500325,0.039122758,2.602458502,Low contamination,2
3747,2006,193,Male,LS,6.41,5.11,0.096,3.697,NA,0.012,0.209,0.024,NA,July,R,RM,0.056532324,0.00649175,2.770682427,Low contamination,0
3883,2006,194,Male,LS,6.41,5.11,0.096,3.697,0.45,0.012,0.209,0.024,NA,July,R,SM,0.056532324,0.00649175,2.770682427,Low contamination,0
15741,2021,153,Male,SI,7,5.81,0.9,6.35,0.52,0.054,0.359,0.149,C,June,R,PM,0.056535433,0.023464567,3.23776503,High contamination,15
10727,2013,204,Male,SI,6.72,5.42,0.71,4.298,0.43,0.019,0.243,0.043,C,July,R,SM,0.056537925,0.010004653,2.69940813,High contamination,7
3953,2011,194,Male,FP,7.54,6.23,0.135,6.31,0.42,0.025,0.357,0.076,NA,July,R,SM,0.056576862,0.012044374,2.609547577,Low contamination,5
16440,2022,140,Female,P27,5.91,4.58,0.65,2.439,0.22,NA,0.138,0.06,C,May,NR,NA,0.056580566,0.024600246,2.538723285,High contamination,16
15825,2021,167,Male,SI,4.81,3.84,0.5,1.555,0.38,NA,0.088,0.024,A,June,R,SM,0.05659164,0.015434084,2.746228819,High contamination,15
10724,2013,204,Male,SI,5.2,4.09,0.58,2.171,0.41,0.002,0.123,0.013,C,July,R,SM,0.056655919,0.005988024,3.173144864,High contamination,7
1724,2012,152,Female,FP,5.9,4.87,0.077,3,0.11,NA,0.17,0.1,NA,June,NR,NA,0.056666667,0.033333333,2.597373295,Low contamination,6
15084,2020,182,Female,DC,8.95,7.23,1.19,10.694,0.36,NA,0.606,0.299,D,July,NR,NA,0.05666729,0.027959604,2.829601571,Low contamination,14
919,2005,146,Female,DC,NA,7.55,NA,10.76,NA,NA,0.61,0.35,NA,May,NA,NA,0.05669145,0.032527881,2.500180804,Low contamination,-1
15710,2021,139,Male,SI,6.61,5.3,0.9,4.25,0.27,0.049,0.241,0.121,D,May,R,SM,0.056705882,0.028470588,2.854705562,High contamination,15
15845,2021,167,Male,SI,6.09,4.91,0.8,3.103,0.36,0.013,0.176,0.056,B,June,R,SM,0.056719304,0.018047051,2.621424169,High contamination,15
2365,2011,166,Male,SI,6.55,5.22,0.09,3.895,0.43,0.025,0.221,0.077,NA,June,R,PM,0.056739409,0.019768935,2.738394116,High contamination,5
4000,2011,194,Male,P27,5.95,4.72,0.123,2.89,0.5,0.018,0.164,0.032,NA,July,NR,NA,0.056747405,0.011072664,2.748348784,High contamination,5
2589,2007,171,Male,DC,8.41,6.8,0.127,8.456,0.65,0.029,0.48,0,NA,June,R,SM,0.056764428,0,2.689293711,Low contamination,1
14159,2019,227,Male,P27,5.66,4.53,0.98,2.36,0.55,0.035,0.134,0.022,B,August,R,SM,0.056779661,0.009322034,2.538735155,High contamination,13
2870,2008,178,Female,LS,9.39,7.43,0.14,10.491,0.32,NA,0.596,0.349,NA,June,NR,NA,0.0568106,0.033266609,2.55770496,Low contamination,2
102,2008,113,Female,FP,7.53,6.02,0.087,6.209,0.09,NA,0.353,0.156,NA,NA,R,NA,0.056852955,0.025124819,2.845982243,Low contamination,2
10681,2013,204,Female,DC,7.78,6.37,0.95,6.701,0.26,NA,0.381,0.227,B,July,R,NA,0.056857185,0.033875541,2.592515257,Low contamination,7
10607,2013,190,Female,SI,5.47,4.39,0.6,2.408,0.29,NA,0.137,0.082,A,July,NR,NA,0.056893688,0.034053156,2.846183665,High contamination,7
10840,2013,218,Female,P27,6.21,5.19,0.76,2.232,0.32,NA,0.127,0.089,B,August,NR,NA,0.056899642,0.039874552,1.596585265,High contamination,7
5914,2011,222,Male,SI,7.83,6.16,0.142,6.853,0.49,0.037,0.39,0.05,NA,August,R,RM,0.056909383,0.007296075,2.931828723,High contamination,5
11497,2014,197,Male,SI,5.65,4.53,0.62,2.337,0.39,0.007,0.133,0.007,C,July,R,SM,0.056910569,0.002995293,2.513993245,High contamination,8
1203,2004,148,Female,FP,NA,8.45,NA,16.608,NA,NA,0.946,NA,NA,May,NA,NA,0.056960501,NA,2.75262601,Low contamination,-2
2609,2008,171,Male,SI,6.32,5.02,0.083,3.16,0.5,0.02,0.18,0.04,NA,June,R,SM,0.056962025,0.012658228,2.49790508,High contamination,2
13000,2017,150,Male,LS,8.3,6.45,1.35,8.058,0.56,0.054,0.459,0.119,C,May,R,SM,0.056962025,0.014767932,3.002950125,Low contamination,11
15916,2021,181,Male,SI,5.32,4.26,0.52,2.37,0.36,0.018,0.135,0.037,A,June,R,SM,0.056962025,0.015611814,3.065628668,High contamination,15
37,2010,110,Female,LS,9.87,8.11,0.172,14.324,0.43,NA,0.816,0.274,NA,NA,NR,NA,0.056967328,0.019128735,2.685355265,Low contamination,4
16572,2022,167,Male,P27,5.66,4.48,0.88,2.666,0.45,0.009,0.152,0.055,D,June,R,SM,0.057014254,0.020630158,2.965009595,High contamination,16
14615,2019,212,Female,DC,11.31,8.87,1.81,23.677,0.42,NA,1.35,0.781,C,July,R,NA,0.057017359,0.032985598,3.392780901,Low contamination,13
5134,2010,211,Male,P27,5.93,4.65,0.09,2.594,0.54,0.005,0.148,0.028,NA,July,R,SM,0.057054742,0.01079414,2.579948953,High contamination,4
3787,2012,193,Male,SI,4.72,3.93,0.077,1.542,0.25,0.002,0.088,0.005,NA,July,R,SM,0.057068742,0.003242542,2.540427016,High contamination,6
16073,2021,209,Female,LS,9.35,7.43,0.84,11.052,0.34,NA,0.631,0.168,B,July,R,NA,0.057093739,0.015200869,2.694476715,Low contamination,15
3198,2006,180,Male,GC,6.55,5.26,0.091,3.502,NA,0.031,0.2,0.045,NA,June,R,SM,0.057110223,0.0128498,2.406350633,Low contamination,0
2830,2002,178,Female,FP,6.4,5.4,NA,2.784,NA,NA,0.159,NA,NA,June,NA,NA,0.057112069,NA,1.768023167,Low contamination,-4
204,2008,113,Female,LS,11.8,9.62,0.178,24.879,0.45,NA,1.421,0.872,NA,NA,NR,NA,0.057116444,0.03504964,2.7945231,Low contamination,2
12998,2017,150,Male,LS,8.25,6.6,1.36,8.77,0.41,0.084,0.501,0.152,C,May,R,SM,0.057126568,0.017331813,3.050477224,Low contamination,11
1931,2010,159,Male,SI,5.36,4.37,0.076,1.959,0.46,0.022,0.112,0.019,NA,June,R,SM,0.057172027,0.009698826,2.34741635,High contamination,4
15974,2021,195,Male,SI,6.53,5.17,0.82,4.475,0.37,0.016,0.256,0.054,B,July,R,SM,0.057206704,0.012067039,3.238332291,High contamination,15
3784,2012,193,Female,SI,6.29,5.36,0.098,3.789,0.35,NA,0.217,0.025,NA,July,R,NA,0.057271048,0.006598047,2.460538904,High contamination,6
2102,2006,165,Female,FP,NA,7.17,0.119,10.354,NA,NA,0.593,0.34,NA,June,NA,NA,0.057272552,0.032837551,2.808993237,Low contamination,0
15947,2021,195,Female,SI,8.45,6.41,1,9.044,0.27,0,0.518,0.303,C,July,R,NA,0.057275542,0.033502875,3.433890681,High contamination,15
439,2012,124,Female,SI,6.4,5.23,0.106,3.456,0.26,NA,0.198,0.114,NA,May,NR,NA,0.057291667,0.032986111,2.415842778,High contamination,6
13118,2017,192,Female,P27,5.79,4.81,0.84,2.425,0.3,NA,0.139,0.037,A,July,NR,NA,0.057319588,0.015257732,2.179096754,High contamination,11
13781,2018,206,Male,P27,5.86,4.91,0.69,2.72,0.45,0.006,0.156,0.014,A,July,R,SM,0.057352941,0.005147059,2.297864563,High contamination,12
167,2008,113,Male,LS,7.03,5.68,0.106,4.759,0.36,0.007,0.273,0.074,NA,NA,R,SM,0.057364993,0.015549485,2.596992514,Low contamination,2
16763,2022,207,Male,P27,5.48,4.45,0.81,2.265,0.49,0.016,0.13,0.018,C,July,R,SM,0.057395143,0.00794702,2.570325787,High contamination,16
5163,2002,213,Female,FP,9.3,7.7,NA,8.273,NA,NA,0.475,NA,NA,August,NA,NA,0.05741569,NA,1.812136253,Low contamination,-4
6037,2011,222,Male,P27,4.57,3.62,0.055,1.306,0.37,0.009,0.075,0.002,NA,August,R,SM,0.057427259,0.001531394,2.75307134,High contamination,5
3831,2012,193,Male,P27,5.05,4.18,0.085,1.688,0.41,0.007,0.097,0.01,NA,July,R,SM,0.057464455,0.005924171,2.311232293,High contamination,6
14886,2019,199,Male,P27,6.12,5.07,0.6,2.14,0.44,0.006,0.123,0.011,A,July,R,SM,0.057476636,0.005140187,1.642063302,High contamination,13
11542,2014,225,Male,P27,5.35,4.31,0.67,2.156,0.47,0.05,0.124,0.018,A,August,R,PM,0.057513915,0.008348794,2.69287966,High contamination,8
184,2008,113,Female,LS,7.28,5.96,0.117,5.162,0.29,NA,0.297,0.188,NA,NA,NR,NA,0.057535839,0.036419992,2.438255547,Low contamination,2
401,2011,124,Female,SI,6.83,5.28,0.1,3.58,0.23,NA,0.206,0.041,NA,May,R,NA,0.057541899,0.011452514,2.432099055,High contamination,5
4850,2011,207,Male,P27,5.08,4.1,0.101,1.39,0.2,0.001,0.08,0.02,NA,July,R,RM,0.057553957,0.014388489,2.016801846,High contamination,5
13830,2018,157,Male,SI,8.52,7,1.63,11.414,0.55,0.086,0.657,0.28,C,June,R,PM,0.05756089,0.024531277,3.327696793,High contamination,12
2868,2008,178,Female,LS,8.03,6.54,0.122,6.496,0.28,NA,0.374,0.158,NA,June,NR,NA,0.057573892,0.02432266,2.322270318,Low contamination,2
15700,2021,139,Male,LS,5.4,3.97,0.64,2.171,0.3,0.01,0.125,0.011,B,May,R,SM,0.057577153,0.005066789,3.469671056,Low contamination,15
13099,2017,192,Female,P27,6.1,5.12,0.65,2.848,0.27,NA,0.164,0.09,B,July,NR,NA,0.05758427,0.031601124,2.121925354,High contamination,11
694,2012,137,Female,GC,6.75,5.62,0.096,4.044,0.27,NA,0.233,0.157,NA,May,NR,NA,0.057616222,0.038822948,2.278254308,Low contamination,6
14795,2019,212,Female,P27,6.92,5.61,0.79,4.391,0.25,NA,0.253,NA,D,July,R,NA,0.057617855,NA,2.486994663,High contamination,13
16491,2022,157,Male,SI,6.21,4.99,0.77,2.982,0.37,0.009,0.172,0.028,B,June,R,SM,0.05767941,0.009389671,2.399971046,High contamination,16
351,2006,123,Female,GC,NA,5.45,NA,5.963,NA,NA,0.344,0.23,NA,May,NR,NA,0.057689083,0.038571189,3.683624073,Low contamination,0
3535,2008,190,Male,P27,8.07,6.53,0.113,7.45,0.48,0.02,0.43,0.09,NA,July,R,SM,0.057718121,0.012080537,2.675572533,High contamination,2
16754,2022,195,Male,P27,6.16,4.98,0.9,3.465,0.48,0.013,0.2,0.033,C,July,R,SM,0.057720058,0.00952381,2.805531897,High contamination,16
5900,2011,222,Female,P27,6.6,4.97,0.082,3.118,0.27,NA,0.18,0.056,NA,August,NR,NA,0.057729314,0.017960231,2.539843427,High contamination,5
4317,2007,199,Female,LS,7.87,6.45,0.115,6.598,0.33,NA,0.381,0.188,NA,July,NR,NA,0.057744771,0.028493483,2.458856406,Low contamination,1
1348,2008,150,Female,SI,7.76,6.29,0.1,6.337,0.34,NA,0.366,0.03,NA,May,NR,NA,0.057756036,0.004734101,2.546430168,High contamination,2
15655,2021,139,Female,DC,7.5,6.08,0.91,6.145,0.27,NA,0.355,0.121,B,May,NR,NA,0.057770545,0.019690806,2.734079568,Low contamination,15
1866,2010,159,Male,LS,6.23,5.13,0.08,3.271,0.57,0.012,0.189,0.042,NA,June,R,SM,0.057780495,0.01284011,2.422860718,Low contamination,4
13238,2017,206,Male,P27,5.93,4.51,0.9,3.271,0.52,0.019,0.189,0.045,A,July,R,PM,0.057780495,0.013757261,3.565750227,High contamination,11
4379,2007,199,Female,FP,5.82,4.82,0.069,2.492,0.29,NA,0.144,0.029,NA,July,NR,NA,0.057784912,0.011637239,2.225394054,Low contamination,1
1313,2008,150,Male,GC,6.54,5.33,0.097,3.545,0.51,0.014,0.205,0,NA,May,R,SM,0.057827927,0,2.34117896,Low contamination,2
5184,2007,213,Female,P27,7.02,5.7,0.088,4.323,0.3,NA,0.25,0.086,NA,August,NR,NA,0.057830211,0.019893592,2.334321492,High contamination,1
15065,2020,182,Male,DC,6.75,5.37,0.84,4.439,0.46,0.023,0.257,0.041,C,July,R,SM,0.057895923,0.009236314,2.866568261,Low contamination,14
13693,2018,193,Female,FP,8.02,6.47,1.12,7.495,0.37,NA,0.434,0.215,A,July,NR,NA,0.05790527,0.028685791,2.767316262,Low contamination,12
12533,2016,206,Male,LS,5.85,4.68,0.83,3.02,0.53,0.019,0.175,0.036,C,July,R,SM,0.05794702,0.01192053,2.946248563,Low contamination,10
1696,2011,152,Female,SI,5.87,4.79,0.083,2.398,0.2,NA,0.139,0.094,NA,June,NR,NA,0.057964971,0.039199333,2.181939169,High contamination,5
12316,2016,164,Male,SI,6.89,5.72,0.77,4.485,0.37,0.014,0.26,0.05,D,June,R,SM,0.057971014,0.011148272,2.396483047,High contamination,10
11454,2014,154,Male,LS,8.21,6.6,1.14,7.883,0.56,0.03,0.457,0.112,D,June,R,SM,0.057972853,0.014207789,2.741951192,Low contamination,8
12481,2016,192,Male,LS,6.13,5.01,0.86,3.122,0.56,0.152,0.181,0.062,D,July,R,SM,0.057975657,0.019859065,2.482674143,Low contamination,10
4943,2005,208,Female,DC,NA,4.91,NA,3.277,NA,NA,0.19,0.134,NA,July,NA,NA,0.05797986,0.040891059,2.768419917,Low contamination,-1
5738,2012,221,Male,P27,6.75,5.45,0.09,4.26,0.44,0.024,0.247,0.048,NA,August,R,SM,0.057981221,0.011267606,2.6316013,High contamination,6
3394,2007,185,Male,P27,6.08,5.05,0.084,3.173,0.5,0.02,0.184,0.035,NA,July,R,SM,0.057989285,0.01103057,2.463746031,High contamination,1
12359,2016,164,Male,LS,6.57,5.36,0.76,3.862,0.56,0.026,0.224,0.034,A,June,R,SM,0.058001036,0.008803729,2.507944378,Low contamination,10
1015,2010,146,Male,FP,9,7.35,0.146,10.478,0.64,0.057,0.608,0.194,NA,May,R,PM,0.058026341,0.018514984,2.638860163,Low contamination,4
16011,2021,223,Female,LS,6.55,5.19,0.91,3.842,0.23,NA,0.223,0.105,C,August,NR,NA,0.058042686,0.027329516,2.74824399,Low contamination,15
671,2012,137,Female,GC,8.31,6.67,0.122,8.027,0.22,NA,0.466,0.2,NA,May,NR,NA,0.058054068,0.024915909,2.705052892,Low contamination,6
12269,2016,164,Female,FP,8.59,7.07,1.1,8.609,0.32,NA,0.5,0.231,D,June,R,NA,0.058078755,0.026832385,2.43609638,Low contamination,10
14717,2019,212,Female,P27,6.37,5.09,0.92,3.167,0.26,NA,0.184,0.037,B,July,R,NA,0.058099147,0.011682981,2.40156705,High contamination,13
15981,2021,195,Female,DC,5.6,4.5,0.61,2.323,0.21,NA,0.135,0.086,D,July,NR,NA,0.058114507,0.037021093,2.549245542,Low contamination,15
2230,2012,165,Female,SI,5.35,4.36,0.071,1.72,0.22,NA,0.1,NA,NA,June,NR,NA,0.058139535,NA,2.075243103,High contamination,6
4448,2008,199,Female,SI,7.01,5.71,0.093,4.779,0.31,NA,0.278,0.022,NA,July,NR,NA,0.058171166,0.004603474,2.567016769,High contamination,2
11466,2014,154,Female,P27,7.41,5.95,0.82,5.191,0.34,NA,0.302,0.212,A,June,R,NA,0.058177615,0.040839915,2.464337193,High contamination,8
13001,2017,150,Female,LS,8.39,6.59,1.31,7.935,0.21,NA,0.462,0.181,C,May,NR,NA,0.058223062,0.022810334,2.772622143,Low contamination,11
2482,2009,170,Male,FP,6.07,4.88,0.077,3.433,0.46,0.012,0.2,0.085,NA,June,R,SM,0.058258083,0.024759685,2.954026163,Low contamination,3
16717,2022,195,Male,SI,8.26,6.6,1.14,8.048,0.55,0.026,0.469,0.09,C,July,R,SM,0.058275348,0.011182903,2.799343295,High contamination,16
15967,2021,195,Female,LS,9.77,7.89,1.25,15.029,0.39,NA,0.876,0.446,B,July,R,NA,0.058287311,0.02967596,3.059842516,Low contamination,15
11967,2015,202,Male,SI,5.42,4.46,0.61,2.058,0.4,0.001,0.12,0.007,B,July,R,SM,0.058309038,0.003401361,2.319747922,High contamination,9
458,2012,124,Male,SI,5.19,4.15,0.078,1.732,0.39,0.007,0.101,0.009,NA,May,R,SM,0.058314088,0.005196305,2.423279998,High contamination,6
16031,2021,223,Female,P27,7.26,5.8,0.72,5.59,0.3,NA,0.326,0.207,B,August,R,NA,0.058318426,0.037030411,2.865021116,High contamination,15
1587,2011,152,Female,FP,9.03,7.48,0.137,9.323,0.34,NA,0.544,0.085,NA,June,R,NA,0.058350316,0.009117237,2.227670176,Low contamination,5
2239,2012,165,Male,SI,6.36,5.24,0.083,3.77,0.42,0.04,0.22,0.04,NA,June,R,SM,0.058355438,0.01061008,2.620278716,High contamination,6
12018,2015,216,Male,P27,6.6,5.44,0.87,3.958,0.4,0.016,0.231,0.016,B,August,R,SM,0.058362809,0.004042446,2.458550259,High contamination,9
16490,2022,157,Male,SI,8,6.3,1.1,7.315,49,0.032,0.427,0.075,B,June,NR,NA,0.058373206,0.010252905,2.925450015,High contamination,16
1181,2004,148,Female,GC,NA,7.68,NA,12.721,NA,NA,0.743,NA,NA,May,NA,NA,0.058407358,NA,2.808261801,Low contamination,-2
3712,2006,193,Female,DC,7.11,5.75,0.093,4.588,NA,NA,0.268,0.06,NA,July,NA,NA,0.058413252,0.013077594,2.41334758,Low contamination,0
215,2008,113,Male,LS,6.1,4.94,0.09,2.687,0.37,0.005,0.157,0.045,NA,NA,R,SM,0.058429475,0.016747302,2.22888068,Low contamination,2
2585,2007,171,Female,DC,6.5,5.42,0.088,3.729,0.25,NA,0.218,0.12,NA,June,NR,NA,0.058460713,0.032180209,2.342041163,Low contamination,1
448,2012,124,Female,SI,7.29,6.12,0.103,6.378,0.21,NA,0.373,0.068,NA,May,NR,NA,0.058482283,0.010661649,2.782468449,High contamination,6
10707,2013,204,Male,P27,7.24,5.75,0.75,4.855,0.46,0.024,0.284,0.074,C,July,R,SM,0.058496395,0.015242019,2.553793047,High contamination,7
13148,2017,192,Male,SI,4.95,3,0.53,1.658,0.33,0.008,0.097,0.013,D,July,R,SM,0.058504222,0.007840772,6.140740741,High contamination,11
3917,2006,194,Male,SI,6.2,5.02,0.102,3.316,0.49,0.007,0.194,0.041,NA,July,R,SM,0.058504222,0.012364294,2.621219381,High contamination,0
12360,2016,164,Male,LS,5.52,4.54,0.68,2.803,0.52,0.011,0.164,0.038,A,June,R,SM,0.058508741,0.013556903,2.995404923,Low contamination,10
16111,2021,209,Female,SI,6.02,4.94,0.61,3.674,0.24,NA,0.215,0.073,A,July,NR,NA,0.058519325,0.019869352,3.047602388,High contamination,15
15758,2021,153,Male,SI,7.05,5.4,0.82,5.621,0.54,0.018,0.329,0.065,B,June,R,SM,0.058530511,0.011563779,3.569704821,High contamination,15
14878,2019,170,Male,LS,5.55,4.35,0.8,2.152,0.42,0.018,0.126,0.014,D,June,R,SM,0.058550186,0.006505576,2.614414817,Low contamination,13
14760,2019,212,Female,LS,6.54,5.15,0.69,3.791,0.25,NA,0.222,NA,B,July,R,NA,0.058559747,NA,2.775441624,Low contamination,13
175,2008,113,Male,LS,7.62,6.09,0.129,5.885,0.4,0.022,0.345,0.074,NA,NA,R,SM,0.058623619,0.012574342,2.605521069,Low contamination,2
3113,2012,179,Female,DC,9.82,8.15,0.115,12.45,0.31,NA,0.73,0.3,NA,June,R,NA,0.058634538,0.024096386,2.299834186,Low contamination,6
12238,2016,150,Male,FP,7.31,6.05,0.98,5.133,0.5,0.051,0.301,0.09,D,May,R,SM,0.058640171,0.017533606,2.317955746,Low contamination,10
2118,2006,165,Male,GC,NA,4.93,0.096,3.325,NA,0.01,0.195,0.054,NA,June,R,RM,0.058646617,0.016240602,2.774922714,Low contamination,0
1336,2008,150,Male,P27,6.09,4.85,0.088,3.239,0.48,0.027,0.19,0,NA,May,R,SM,0.05866008,0,2.839132964,High contamination,2
1899,2010,159,Male,P27,6.51,5.14,0.096,3.733,0.56,0.032,0.219,0.085,NA,June,R,SM,0.058665952,0.02276989,2.748961345,High contamination,4
1201,2004,148,Male,DC,NA,5.31,NA,4.397,NA,0.033,0.258,NA,NA,May,NA,NA,0.05867637,NA,2.936790065,Low contamination,-2
12200,2016,150,Male,P27,7.03,5.9,0.86,4.942,0.45,0.061,0.29,0.081,D,May,R,SM,0.058680696,0.016390125,2.406283018,High contamination,10
2919,2008,178,Male,FP,7.82,6.35,0.1,5.742,0.48,0.037,0.337,0.022,NA,June,R,SM,0.058690352,0.003831418,2.242549367,Low contamination,2
12899,2017,123,Female,P27,8.42,6.36,1.3,8.193,0.28,NA,0.481,0.28,D,May,NR,NA,0.058708654,0.034175516,3.184722586,High contamination,11
4848,2011,207,Male,P27,4.85,4.05,0.07,1.72,0.5,0.018,0.101,0.034,NA,July,R,RM,0.05872093,0.019767442,2.589186758,High contamination,5
3923,2006,194,Female,SI,7.91,6.59,0.104,6.369,0.33,NA,0.374,0.012,NA,July,NR,NA,0.058721934,0.001884126,2.225435467,High contamination,0
2288,2011,166,Male,DC,7.61,6.12,0.119,6.028,0.54,0.048,0.354,0.045,NA,June,R,RM,0.058725946,0.007465163,2.62977733,Low contamination,5
4477,2006,201,Male,P27,6.66,5.38,0.096,4.59,0.53,0,0.27,0.05,NA,July,R,SM,0.058823529,0.010893246,2.947581747,High contamination,0
6034,2011,222,Female,P27,6.21,5.18,0.073,3.264,0.26,NA,0.192,0.064,NA,August,R,NA,0.058823529,0.019607843,2.348339433,High contamination,5
2241,2012,165,Female,SI,5.32,4.41,0.064,1.7,0.23,NA,0.1,0.04,NA,June,NR,NA,0.058823529,0.023529412,1.982134647,High contamination,6
387,2011,124,Female,LS,7,5.38,0.1,4.333,0.2,NA,0.255,0.091,NA,May,NR,NA,0.058850681,0.021001616,2.782542857,Low contamination,5
2140,2006,165,Female,DC,NA,6.92,0.112,8.235,NA,NA,0.485,0.15,NA,June,NA,NA,0.058894961,0.018214936,2.485108302,Low contamination,0
3770,2012,193,Male,FP,6.88,5.75,0.106,4.92,0.5,0.02,0.29,0.04,NA,July,R,SM,0.058943089,0.008130081,2.587983891,Low contamination,6
779,2005,139,Male,DC,NA,6.19,NA,4.92,NA,0.06,0.29,0.09,NA,May,NA,NA,0.058943089,0.018292683,2.074403114,Low contamination,-1
1472,2012,151,Male,SI,6.47,5.37,0.095,4.58,0.42,0.02,0.27,0.11,NA,May,R,SM,0.058951965,0.024017467,2.957621679,High contamination,6
16903,2022,222,Male,P27,4.82,4.21,0.81,1.815,0.44,0.011,0.107,0.031,B,August,SM ,SM ,0.058953168,0.01707989,2.43237394,High contamination,16
12515,2016,206,Female,LS,6.6,5.64,0.7,4.339,0.22,NA,0.256,0.194,D,July,NR,NA,0.05899977,0.044710763,2.418534786,Low contamination,10
12973,2017,150,Male,FP,6.05,4.78,0.8,2.864,0.3,0.015,0.169,0.037,D,May,R,SM,0.05900838,0.012918994,2.622341958,Low contamination,11
11824,2015,160,Male,LS,7.15,6.05,1.08,5.048,0.61,0.01,0.298,0.006,B,June,R,SM,0.059033281,0.00118859,2.279571519,Low contamination,9
14191,2019,227,Male,FP,6.9,5.43,0.98,4.35,0.64,0.027,0.257,0.037,A,August,R,SM,0.05908046,0.008505747,2.717000812,Low contamination,13
11469,2014,154,Female,P27,6.49,5.19,0.71,3.536,0.25,NA,0.209,0.091,A,June,R,NA,0.059106335,0.025735294,2.529357301,High contamination,8
936,2005,146,Female,GC,NA,5.5,NA,4.009,NA,NA,0.237,0.101,NA,May,NA,NA,0.059116987,0.025193315,2.409616829,Low contamination,-1
519,2010,132,Female,SI,8.49,6.82,0.133,8.437,0.45,NA,0.499,0.249,NA,May,NR,NA,0.059144246,0.02951286,2.659713913,High contamination,4
14993,2020,169,Female,DC,6.87,5.61,0.88,4.596,0.24,NA,0.272,0.099,A,June,NR,NA,0.059181897,0.02154047,2.603103501,Low contamination,14
11242,2014,120,Female,DC,5.46,4.43,0.71,1.909,0.25,NA,0.113,0.061,A,NA,R,NA,0.059193295,0.031953903,2.195809955,Low contamination,8
14729,2019,212,Female,P27,6.1,5.07,0.74,2.753,0.22,NA,0.163,0.01,A,July,R,NA,0.059208137,0.003632401,2.112430033,High contamination,13
132,2008,113,Female,SI,7.8,6.23,0.104,6.163,0.32,NA,0.365,0.197,NA,NA,NR,NA,0.059224404,0.031964952,2.54875463,High contamination,2
1491,2012,151,Male,SI,4.31,3.54,0.038,1.18,0.37,0,0.07,0.01,NA,May,R,SM,0.059322034,0.008474576,2.659942332,High contamination,6
15186,2020,197,Female,FP,5.43,4.5,0.59,2.225,0.19,NA,0.132,0.041,D,July,NR,NA,0.059325843,0.018426966,2.44170096,Low contamination,14
278,2007,115,Female,SI,8.01,6.51,0.103,6.265,0.4,NA,0.372,0.205,NA,NA,NR,NA,0.059377494,0.032721468,2.270795943,High contamination,1
13211,2017,206,Female,FP,8.69,7.39,0.8,9.178,0.34,NA,0.545,0.247,C,July,NR,NA,0.059381129,0.026912181,2.274127124,Low contamination,11
